,ownerOfSeal,label_clean,length,印,章,之印,之章,私印,印信,考藏印,藏书印,藏书之印,书画印,图书印
3155,陈鸿寿,种榆仙客,4,,,,,,,,,,,
3156,黄幻吾,黄幻吾,3,,,,,,,,,,,
3157,汪亚尘,亚尘长乐,4,,,,,,,,,,,
3158,齐白石,齐璜之印,4,1,,1,,,,,,,,
3159,李可染,可染,2,,,,,,,,,,,
3160,宋珏,宋珏,2,,,,,,,,,,,
3161,章绶衔,古鄣子之苗裔,6,,,,,,,,,,,
3162,弘旿,持六波罗密多,6,,,,,,,,,,,
3163,梅清,弎昧游,3,,,,,,,,,,,
3164,王宠,采芝堂,3,,,,,,,,,,,
3165,袁克文,后百宋一廛,5,,,,,,,,,,,
3166,齐白石,多面印2：濒生齐氏,9,,,,,,,,,,,
3167,弘仁,渐江,2,,,,,,,,,,,
3168,毛晋,毛凤苞印,4,1,,,,,,,,,,
3169,沈颢,朗道人,3,,,,,,,,,,,
3170,蒲华,俗可医,3,,,,,,,,,,,
3171,高其佩,庚寅,2,,,,,,,,,,,
3172,蒋风白,花甲少年,4,,,,,,,,,,,
3173,朱复戡,百行朱义方之印,7,1,,1,,,,,,,,
3174,胡润芝,胡润芝印,4,1,,,,,,,,,,
3175,赵鹤琴,拾得,2,,,,,,,,,,,
3176,潘祖荫,伯寅经眼,4,,,,,,,,,,,
3177,孙星衍,绣衣执法大夫印,7,1,,,,,,,,,,
3178,张大千,下里巴人,4,,,,,,,,,,,
3179,陈少梅,陈,1,,,,,,,,,,,
3180,张大壮,张大壮,3,,,,,,,,,,,
3181,蒲华,作英,2,,,,,,,,,,,
3182,王腰,持默居士,4,,,,,,,,,,,
3183,齐白石,患难见交情,5,,,,,,,,,,,
3184,翁方纲,苏斋,2,,,,,,,,,,,
3185,张大千,己未,2,,,,,,,,,,,
3186,程嘉燧,嘉遂之印,4,1,,1,,,,,,,,
3187,郑旼,慕道人,3,,,,,,,,,,,
3188,易大厂,守愚斋,3,,,,,,,,,,,
3189,郭沫若,郭沫若,3,,,,,,,,,,,
3190,费丹旭,子苕,2,,,,,,,,,,,
3191,张燮,小琅嬛福地张氏藏,8,,,,,,,,,,,
3192,王鏊,拙叟,2,,,,,,,,,,,
3193,陈洪绶,章侯,2,,,,,,,,,,,
3194,文彭,吟余搁笔听啼鸟读罢奇书看好山,14,,,,,,,,,,,
3195,马晋,伯逸,2,,,,,,,,,,,
3196,吴湖帆,吴万,2,,,,,,,,,,,
3197,榭稚柳,谢稚之印信,5,,,,,,1,,,,,
3198,沙孟海,孟海,2,,,,,,,,,,,
3199,王腰,福厂欢喜,4,,,,,,,,,,,
3200,寿石工,石工学诗,4,,,,,,,,,,,
3201,王穉登,广长庵主,4,,,,,,,,,,,
3202,王铎,孟津王铎,4,,,,,,,,,,,
3203,吴骞,槎客,2,,,,,,,,,,,
3204,张宗祥,张冷僧,3,,,,,,,,,,,
3205,钱谦益,钱谦益印,4,1,,,,,,,,,,
3206,陈书,闺阁闲情,4,,,,,,,,,,,
3207,张大千,大风堂,3,,,,,,,,,,,
3208,翁同龢,文端公遗书,5,,,,,,,,,,,
3209,翁同龢,松禅居士,4,,,,,,,,,,,
3210,吴昌硕,安吉,2,,,,,,,,,,,
3211,姜宸英,心慕手追,4,,,,,,,,,,,
3212,阮元,雷塘庵主,4,,,,,,,,,,,
3213,方功惠,巴陵方氏所得古刻善本,10,,,,,,,,,,,
3214,经亨颐,大松堂,3,,,,,,,,,,,
3215,王铎,王铎之印,4,1,,1,,,,,,,,
3216,余任天,任天之鈢,4,,,,,,,,,,,
3217,端方,陶斋所藏先秦文字,8,,,,,,,,,,,
3218,顾麟士,顾麟士校记,5,,,,,,,,,,,
3219,徐悲鸿,八十七神仙残卷之居,9,,,,,,,,,,,
3220,钱君匋,君匋,2,,,,,,,,,,,
3221,朱昌燕,朱昌燕印,4,1,,,,,,,,,,
3222,齐白石,悔乌堂,3,,,,,,,,,,,
3223,陈鸿寿,寿,1,,,,,,,,,,,
3224,蔡嘉,蔡嘉,2,,,,,,,,,,,
3225,范大冲,渔湖丹室,4,,,,,,,,,,,
3226,杨以增,以增之印,4,1,,1,,,,,,,,
3227,毕泷,毕涧飞珍藏印,6,1,,,,,,,,,,
3228,李可染,可染,2,,,,,,,,,,,
3229,高其佩,适兴,2,,,,,,,,,,,
3230,唐云,唐云,2,,,,,,,,,,,
3231,李可染,李,1,,,,,,,,,,,
3232,阮元,伯元父印,4,1,,,,,,,,,,
3233,黎简,黎简私印,4,1,,,,1,,,,,,
3234,龚贤,龚贤,2,,,,,,,,,,,
3235,汪文柏,摛藻堂藏书印,6,1,,,,,,,1,,,
3236,樊圻,会公,2,,,,,,,,,,,
3237,陈书,卖青山以佐读,6,,,,,,,,,,,
3238,赵鹤琴,龙城走卒,4,,,,,,,,,,,
3239,陆恢,陆恢私印,4,1,,,,1,,,,,,
3240,宁斧成,宁,1,,,,,,,,,,,
3241,唐云,唐云印信,4,,,,,,1,,,,,
3242,陈之佛,仁者寿,3,,,,,,,,,,,
3243,钱松喦,大好河山,4,,,,,,,,,,,
3244,徐渭仁,子孙保之,4,,,,,,,,,,,
3245,法式善,法时帆,3,,,,,,,,,,,
3246,唐云,大石,2,,,,,,,,,,,
3247,沙孟海,兰沙馆,3,,,,,,,,,,,
3248,齐白石,画师白石,4,,,,,,,,,,,
3249,黄秋园,苍润,2,,,,,,,,,,,
3250,张伯英,勺圃,2,,,,,,,,,,,
3251,傅抱石,傅抱石,3,,,,,,,,,,,
3252,王时敏,西庐老人,4,,,,,,,,,,,
3253,傅抱石,抱石之作,4,,,,,,,,,,,
3254,陆俨少,俨少,2,,,,,,,,,,,
3255,蓝瑛,蝶圃,2,,,,,,,,,,,
3256,吴湖帆,风娇雨秀,4,,,,,,,,,,,
3257,张大壮,大壮,2,,,,,,,,,,,
3258,陈铣,陈铣,2,,,,,,,,,,,
3259,吴云,退楼乙亥以后号愉庭,9,,,,,,,,,,,
3260,杭世骏,杭世骏印,4,1,,,,,,,,,,
3261,陈率祖,臣率祖印,4,1,,,,,,,,,,
3262,余任天,浙派画人,4,,,,,,,,,,,
3263,陈淳,复生印,3,1,,,,,,,,,,
3264,阮元,琅嬛仙馆,4,,,,,,,,,,,
3265,毛晋,汲古阁,3,,,,,,,,,,,
3266,黄丕烈,丕烈,2,,,,,,,,,,,
3267,汪啓淑,汪启淑印信富贵长寿,9,,,,,,,,,,,
3268,弘旿,瑶华,2,,,,,,,,,,,
3269,马一浮,蠲叟,2,,,,,,,,,,,
3270,王个喉,个宧,2,,,,,,,,,,,
3271,姚燮,复庄,2,,,,,,,,,,,
3272,缪荃孙,艺风堂藏书,5,,,,,,,,,,,
3273,伍元蕙,伍葆恒俪荃甫评书读画之印,12,1,,1,,,,,,,,
3274,范守和,范叔,2,,,,,,,,,,,
3275,程嘉燧,程嘉遂印,4,1,,,,,,,,,,
3276,江寒汀,江寒汀印,4,1,,,,,,,,,,
3277,张大千,藏之大千,4,,,,,,,,,,,
3278,王腰,王氏福庵,4,,,,,,,,,,,
3279,沈曾植,赤堇山人,4,,,,,,,,,,,
3280,陆俨少,陆俨少印,4,1,,,,,,,,,,
3281,费丹旭,子苕,2,,,,,,,,,,,
3282,赵之谦,无闷,2,,,,,,,,,,,
3283,陈半丁,年九十后作,5,,,,,,,,,,,
3284,方亨咸,肚心剖出酬知己,7,,,,,,,,,,,
3285,郑午昌,郑昶,2,,,,,,,,,,,
3286,石鲁,石鲁,2,,,,,,,,,,,
3287,宋步云,多寿园主,4,,,,,,,,,,,
3288,张之洞,臣张之洞,4,,,,,,,,,,,
3289,杨晋,杨晋,2,,,,,,,,,,,
3290,徐光济,寅庵珍秘,4,,,,,,,,,,,
3291,丰坊,四明,2,,,,,,,,,,,
3292,榭稚柳,稚柳印,3,1,,,,,,,,,,
3293,文俶,端操有踪幽闲有容,8,,,,,,,,,,,
3294,吴昌硕,听有音之音者聋,7,,,,,,,,,,,
3295,陈衡恪,荒率,2,,,,,,,,,,,
3296,黄胄,黄胄写意,4,,,,,,,,,,,
3297,丁仁,辅之长寿,4,,,,,,,,,,,
3298,弘旿,神栖净土莲花,6,,,,,,,,,,,
3299,王腰,王禔假观,4,,,,,,,,,,,
3300,伊秉绶,寒玉斋,3,,,,,,,,,,,
3301,顾麟士,顾麟士印,4,1,,,,,,,,,,
3302,华岩,心赏,2,,,,,,,,,,,
3303,邹一桂,臣一桂,3,,,,,,,,,,,
3304,袁克文,寒云如意,4,,,,,,,,,,,
3305,吴滔,吴滔,2,,,,,,,,,,,
3306,赵叔孺,皕汉镜室,4,,,,,,,,,,,
3307,寿石工,花间人似玉夫容,7,,,,,,,,,,,
3308,江孝昭,孝昭,2,,,,,,,,,,,
3309,黄山寿,如南山之寿,5,,,,,,,,,,,
3310,莫是龙,廷韩氏,3,,,,,,,,,,,
3311,田世光,公炜,2,,,,,,,,,,,
3312,米万钟,沧江夜虹,4,,,,,,,,,,,
3313,江寒汀,寒汀,2,,,,,,,,,,,
3314,叶德辉,八千卷释藏人家,7,,,,,,,,,,,
3315,陈衡恪,师曾,2,,,,,,,,,,,
3316,赵叔孺,赵,1,,,,,,,,,,,
3317,宋文治,宋文治,3,,,,,,,,,,,
3318,谭延闿,谭延闿印,4,1,,,,,,,,,,
3319,孙克弘,汉阳太守章,5,,1,,,,,,,,,
3320,吴大澂,十六金符斋,5,,,,,,,,,,,
3321,莫友芝,子偲,2,,,,,,,,,,,
3322,弘旿,玉壶冰,3,,,,,,,,,,,
3323,徐乾学,乾学之印,4,1,,1,,,,,,,,
3324,范守和,宝镜室,3,,,,,,,,,,,
3325,朱屺瞻,起哉,2,,,,,,,,,,,
3326,余任天,百无一用,4,,,,,,,,,,,
3327,陈鸿寿,绕屋梅花三十树,7,,,,,,,,,,,
3328,傅抱石,抱石,2,,,,,,,,,,,
3329,叶德辉,直山审定,4,,,,,,,,,,,
3330,唐云,唐云,2,,,,,,,,,,,
3331,黄宾虹,宾弘,2,,,,,,,,,,,
3332,江孝昭,江孝昭印,4,1,,,,,,,,,,
3333,张大千,张爰,2,,,,,,,,,,,
3334,吴骞,兔床手校,4,,,,,,,,,,,
3335,边寿民,山阳人,3,,,,,,,,,,,
3336,岑槠,臣镕私印,4,1,,,,1,,,,,,
3337,叶德辉,德辉印信,4,,,,,,1,,,,,
3338,叶潞渊,山抹微云,4,,,,,,,,,,,
3339,董邦达,蓬莱第一峰,5,,,,,,,,,,,
3340,陆治,包山子,3,,,,,,,,,,,
3341,袁廷檮,袁廷檮印,4,1,,,,,,,,,,
3342,钱镜塘,海昌钱镜塘收藏明贤赤牍记,12,,,,,,,,,,,
3343,易大厂,易熹又名简,5,,,,,,,,,,,
3344,陈撰,陈撰,2,,,,,,,,,,,
3345,乔大壮,乔瘁,2,,,,,,,,,,,
3346,王士禛,王士禛印,4,1,,,,,,,,,,
3347,赵叔孺,叔孺七十后作,6,,,,,,,,,,,
3348,黄秋园,白云深处有人家,7,,,,,,,,,,,
3349,宁斧成,乐之者,3,,,,,,,,,,,
3350,董邦达,养空而游,4,,,,,,,,,,,
3351,董邦达,珥笔,2,,,,,,,,,,,
3352,赵叔孺,天水郡印,4,1,,,,,,,,,,
3353,任率英,猴,1,,,,,,,,,,,
3354,汪恭,汪恭之印,4,1,,1,,,,,,,,
3355,李普同,德不孤,3,,,,,,,,,,,
3356,文嘉,文嘉之印,4,1,,1,,,,,,,,
3357,郑文焯,叔问,2,,,,,,,,,,,
3358,陆恢,得未曾有,4,,,,,,,,,,,
3359,钱镜塘,钱镜塘印,4,1,,,,,,,,,,
3360,叶潞渊,静乐簃,3,,,,,,,,,,,
3361,何海霞,海霞长寿,4,,,,,,,,,,,
3362,江寒汀,寒汀父,3,,,,,,,,,,,
3363,王蘧常,瑗仲,2,,,,,,,,,,,
3364,汪慎生,满川村人,4,,,,,,,,,,,
3365,榭稚柳,壮暮,2,,,,,,,,,,,
3366,蒲华,蒲华长寿,4,,,,,,,,,,,
3367,叶德辉,奂彬,2,,,,,,,,,,,
3368,祁豸佳,祁豸佳印,4,1,,,,,,,,,,
3369,鲍廷博,知不足斋藏书,6,,,,,,,,,,,
3370,马一浮,蠲戏老人,4,,,,,,,,,,,
3371,谢时臣,七十四翁,4,,,,,,,,,,,
3372,吴昌硕,染于仓,3,,,,,,,,,,,
3373,姜宸英,湛翁,2,,,,,,,,,,,
3374,陆维钊,陆维钊印,4,1,,,,,,,,,,
3375,阮元,阮元观,3,,,,,,,,,,,
3376,张大壮,张大壮,3,,,,,,,,,,,
3377,吴作人,吴作人,3,,,,,,,,,,,
3378,吴滔,吴滔之印,4,1,,1,,,,,,,,
3379,张复,张复,2,,,,,,,,,,,
3380,蒋祖诒,蒋祖诒读书记,6,,,,,,,,,,,
3381,袁廷檮,五砚楼,3,,,,,,,,,,,
3382,黄丕烈,黄丕烈,3,,,,,,,,,,,
3383,吴鼒,江左吴生,4,,,,,,,,,,,
3384,吴云,簋罍斋考定金石文字印,10,1,,,,,,,,,,
3385,齐白石,寄苹堂,3,,,,,,,,,,,
3386,宋荦,牧仲,2,,,,,,,,,,,
3387,朱昌燕,朱昌燕印,4,1,,,,,,,,,,
3388,程庭鹭,梦盦,2,,,,,,,,,,,
3389,黄宾虹,频公,2,,,,,,,,,,,
3390,陈半丁,且亭,2,,,,,,,,,,,
3391,高其佩,愙勤,2,,,,,,,,,,,
3392,方薰,兰,1,,,,,,,,,,,
3393,丁云鹏,南羽氏,3,,,,,,,,,,,
3394,乔大壮,家在西南常作东南别,9,,,,,,,,,,,
3395,董邦达,澹退,2,,,,,,,,,,,
3396,张绍仁,秘笈,2,,,,,,,,,,,
3397,徐恕,徐恕,2,,,,,,,,,,,
3398,瞿润,瞿润印,3,1,,,,,,,,,,
3399,乔大壮,千秋愿,3,,,,,,,,,,,
3400,田世光,田世光,3,,,,,,,,,,,
3401,来楚生,初升高兴,4,,,,,,,,,,,
3402,刘承干,翰仪,2,,,,,,,,,,,
3403,翁同龢,叔平,2,,,,,,,,,,,
3404,寿石工,务喜,2,,,,,,,,,,,
3405,蔡嘉,松原,2,,,,,,,,,,,
3406,钱松喦,钱,1,,,,,,,,,,,
3407,毛晋,毛凤苞印,4,1,,,,,,,,,,
3408,吴昌硕,缶庐,2,,,,,,,,,,,
3409,董邦达,臣邦达印,4,1,,,,,,,,,,
3410,陈半丁,如此野人,4,,,,,,,,,,,
3411,赵之谦,汉后隋前有此人,7,,,,,,,,,,,
3412,郑旼,郑旼私印,4,1,,,,1,,,,,,
3413,吕凤子,凤先生,3,,,,,,,,,,,
3414,田世光,田世光,3,,,,,,,,,,,
3415,梅清,问道渔樵,4,,,,,,,,,,,
3416,潘天寿,大颐,2,,,,,,,,,,,
3417,范大澈,平生乐事,4,,,,,,,,,,,
3418,叶昌炽,五百经幢馆,5,,,,,,,,,,,
3419,吴昌硕,雄甲辰,3,,,,,,,,,,,
3420,岑槠,铜士,2,,,,,,,,,,,
3421,钱君匋,冰壶词客,4,,,,,,,,,,,
3422,沙孟海,沙文若信玺,5,,,,,,,,,,,
3423,乔大壮,壮殹四十岁以后金石文字,11,,,,,,,,,,,
3424,陆恢,闇然日章,4,,1,,,,,,,,,
3425,边寿民,边生,2,,,,,,,,,,,
3426,林则徐,林则徐印,4,1,,,,,,,,,,
3427,鲍廷博,廷博,2,,,,,,,,,,,
3428,余任天,正义斗争必定胜利,8,,,,,,,,,,,
3429,石鲁,石,1,,,,,,,,,,,
3430,季振宜,季振宜读书,5,,,,,,,,,,,
3431,顾鹤庆,江上书楼,4,,,,,,,,,,,
3432,榭稚柳,落墨,2,,,,,,,,,,,
3433,米万钟,闲临右军帖静读工部诗,10,,,,,,,,,,,
3434,于右任,于,1,,,,,,,,,,,
3435,启功,启功之印,4,1,,1,,,,,,,,
3436,罗振玉,叔言五十后所作,7,,,,,,,,,,,
3437,翁同龢,退思补过,4,,,,,,,,,,,
3438,汪士慎,勤斋,2,,,,,,,,,,,
3439,李普同,普同,2,,,,,,,,,,,
3440,费丹旭,观海者难为水,6,,,,,,,,,,,
3441,赵少昂,岭南艺苑,4,,,,,,,,,,,
3442,唐云,山雷轩,3,,,,,,,,,,,
3443,冯贞群,伏跗室藏书记,6,,,,,,,,,,,
3444,榭稚柳,骨气乃有老松格,7,,,,,,,,,,,
3445,汪恭,汪恭私印,4,1,,,,1,,,,,,
3446,萧云从,云从,2,,,,,,,,,,,
3447,黄胄,黄胄之印,4,1,,1,,,,,,,,
3448,朱彝尊,朱彝尊印,4,1,,,,,,,,,,
3449,赵少昂,少昂,2,,,,,,,,,,,
3450,陈书,钱氏,2,,,,,,,,,,,
3451,王芑孙,芑孙审定,4,,,,,,,,,,,
3452,蔡嘉,一字岑州,4,,,,,,,,,,,
3453,杨善深,善深,2,,,,,,,,,,,
3454,曹贞秀,写韵轩,3,,,,,,,,,,,
3455,李普同,李天庆印,4,1,,,,,,,,,,
3456,孙克弘,汉阳郡长,4,,,,,,,,,,,
3457,郑文焯,大鹤老芝,4,,,,,,,,,,,
3458,孟光涛,孟氏,2,,,,,,,,,,,
3459,齐白石,草间偷活,4,,,,,,,,,,,
3460,赵鹤琴,惺吾长年,4,,,,,,,,,,,
3461,吴昌硕,昌石手拓,4,,,,,,,,,,,
3462,虚谷,虚谷,2,,,,,,,,,,,
3463,陈奕禧,乐琴书以消忧,6,,,,,,,,,,,
3464,李流芳,李流芳印,4,1,,,,,,,,,,
3465,任预,任豫私印,4,1,,,,1,,,,,,
3466,赵少昂,赵,1,,,,,,,,,,,
3467,张辛稼,霜屋,2,,,,,,,,,,,
3468,赵之谦,撝叔手校,4,,,,,,,,,,,
3469,倪田,墨翁周甲后作,6,,,,,,,,,,,
3470,钱镜塘,钱镜塘印,4,1,,,,,,,,,,
3471,邹一桂,二甲传胪,4,,,,,,,,,,,
3472,阮元,阮元私印,4,1,,,,1,,,,,,
3473,陆俨少,宛若陆俨少,5,,,,,,,,,,,
3474,郑文焯,文焯私印,4,1,,,,1,,,,,,
3475,华岩,秋岳氏,3,,,,,,,,,,,
3476,汪文柏,古香楼,3,,,,,,,,,,,
3477,居廉,可以,2,,,,,,,,,,,
3478,齐白石,白眼看它世上人,7,,,,,,,,,,,
3479,林散之,江上老人,4,,,,,,,,,,,
3480,袁克文,惟庚寅吾以降,6,,,,,,,,,,,
3481,朱复戡,沛国朱氏之玺,6,,,,,,,,,,,
3482,沈颢,石天沈颢,4,,,,,,,,,,,
3483,陈半丁,山阴道上人,5,,,,,,,,,,,
3484,阮元,琅嬛仙馆,4,,,,,,,,,,,
3485,寿石工,无廉耻耆饮食,6,,,,,,,,,,,
3486,陆恢,廉夫,2,,,,,,,,,,,
3487,齐白石,门人知己即恩人,7,,,,,,,,,,,
3488,张大千,大千,2,,,,,,,,,,,
3489,吴昌硕,俊卿大利,4,,,,,,,,,,,
3490,王铎,娄络亭印,4,1,,,,,,,,,,
3491,孔宪瑶,宪瑶,2,,,,,,,,,,,
3492,启功,简靖堂,3,,,,,,,,,,,
3493,陈衡恪,陈,1,,,,,,,,,,,
3494,王铎,觉斯,2,,,,,,,,,,,
3495,周之冕,服卿,2,,,,,,,,,,,
3496,寿石工,山阴寿玺章,5,,1,,,,,,,,,
3497,岑槠,镕,1,,,,,,,,,,,
3498,莫友芝,友芝私印,4,1,,,,1,,,,,,
3499,王腰,苦被微官缚低头愧野人,10,,,,,,,,,,,
3500,寿石工,寿鈢石工,4,,,,,,,,,,,
3501,陆恢,吴江陆恢,4,,,,,,,,,,,
3502,程嘉燧,程嘉遂印,4,1,,,,,,,,,,
3503,朱复戡,旧号静龛,4,,,,,,,,,,,
3504,鲍廷博,鲍以文藏书记,6,,,,,,,,,,,
3505,缪荃孙,小珊三十年精力所聚,9,,,,,,,,,,,
3506,梅清,瞿硎清,3,,,,,,,,,,,
3507,孙星衍,孙氏伯渊,4,,,,,,,,,,,
3508,陈半丁,年七十后所作,6,,,,,,,,,,,
3509,陈鸿寿,鸿寿,2,,,,,,,,,,,
3510,田世光,公炜画印,4,1,,,,,,,,,,
3511,李盛铎,木斋真赏,4,,,,,,,,,,,
3512,赵叔孺,叔孺写生,4,,,,,,,,,,,
3513,萧蜕庵,萧蜕印,3,1,,,,,,,,,,
3514,陈铣,陈铣,2,,,,,,,,,,,
3515,吴滔,吴滔之印,4,1,,1,,,,,,,,
3516,朱昌燕,海昌小桃源朱氏朝经暮史昼子夜集楼收藏之印,20,1,,1,,,,,,,,
3517,唐云,大石,2,,,,,,,,,,,
3518,王一亭,海云楼,3,,,,,,,,,,,
3519,刘海粟,刘海粟印,4,1,,,,,,,,,,
3520,弘旿,月明满地相思,6,,,,,,,,,,,
3521,狄学耕,石癖,2,,,,,,,,,,,
3522,谢稚柳,苦篁主,3,,,,,,,,,,,
3523,张廷济,清仪阁藏,4,,,,,,,,,,,
3524,吴湖帆,佞宋词痕,4,,,,,,,,,,,
3525,罗振玉,臣振玉,3,,,,,,,,,,,
3526,陈子庄,陈子庄,3,,,,,,,,,,,
3527,黄丕烈,荛圃过眼,4,,,,,,,,,,,
3528,齐白石,古潭州渔人,5,,,,,,,,,,,
3529,杨绍和,协卿珍赏,4,,,,,,,,,,,
3530,吴昌硕,吴俊,2,,,,,,,,,,,
3531,蔡嘉,嘉,1,,,,,,,,,,,
3532,陈巨来,安持,2,,,,,,,,,,,
3533,黄丕烈,复翁,2,,,,,,,,,,,
3534,岑槠,仲陶平生珍赏,6,,,,,,,,,,,
3535,岑槠,器为岑镕所藏,6,,,,,,,,,,,
3536,陈奕禧,义泉太守,4,,,,,,,,,,,
3537,诸乐三,乐三,2,,,,,,,,,,,
3538,邓散木,上海人也,4,,,,,,,,,,,
3539,唐云,唐云,2,,,,,,,,,,,
3540,郑午昌,午昌,2,,,,,,,,,,,
3541,赵之谦,赵孺卿,3,,,,,,,,,,,
3542,钱君匋,新罗山馆,4,,,,,,,,,,,
3543,榭稚柳,习悦斋,3,,,,,,,,,,,
3544,田家英,苟利国家生死以,7,,,,,,,,,,,
3545,陈洪绶,陈洪绶印,4,1,,,,,,,,,,
3546,萧云从,云从,2,,,,,,,,,,,
3547,莫友芝,子偲,2,,,,,,,,,,,
3548,潘奕隽,榕皋,2,,,,,,,,,,,
3549,钟葆珩,钟葆珩字仁阶号瑞符,9,,,,,,,,,,,
3550,方士庶,方士庶印,4,1,,,,,,,,,,
3551,陆心源,存斋又称潜园,6,,,,,,,,,,,
3552,王铎,大湫烟客,4,,,,,,,,,,,
3553,沈曾植,寐翁,2,,,,,,,,,,,
3554,孔宪瑶,性腴秘笈,4,,,,,,,,,,,
3555,汪文柏,摛藻堂图书记,6,,,,,,,,,,,
3556,王穉登,青羊君,3,,,,,,,,,,,
3557,齐白石,齐白石,3,,,,,,,,,,,
3558,费新我,费新我,3,,,,,,,,,,,
3559,范允临,长倩,2,,,,,,,,,,,
3560,沈子丞,沈子丞,3,,,,,,,,,,,
3561,马晋,马伯逸,3,,,,,,,,,,,
3562,程嘉燧,孟阳,2,,,,,,,,,,,
3563,寿石工,多好竟无成,5,,,,,,,,,,,
3564,沈曾植,象莲花未开形,6,,,,,,,,,,,
3565,赵叔孺,赵,1,,,,,,,,,,,
3566,寿石工,园丁,2,,,,,,,,,,,
3567,李文藻,李生,2,,,,,,,,,,,
3568,陆树声,归安陆树声叔桐父印,9,1,,,,,,,,,,
3569,米万钟,石癖,2,,,,,,,,,,,
3570,寿石工,燕客,2,,,,,,,,,,,
3571,居廉,戊子生,3,,,,,,,,,,,
3572,赵少昂,少昂之鈢,4,,,,,,,,,,,
3573,吴大澂,吴大澂印,4,1,,,,,,,,,,
3574,吴云,三退楼寓公,5,,,,,,,,,,,
3575,爱新觉罗·弘历,忘机心宇旷,5,,,,,,,,,,,
3576,钱镜塘,海昌钱镜塘珍藏乡贤遗迹记,12,,,,,,,,,,,
3577,米万钟,海淀渔长,4,,,,,,,,,,,
3578,黎简,黎简,2,,,,,,,,,,,
3579,汪慎生,慎生,2,,,,,,,,,,,
3580,罗振玉,雪翁,2,,,,,,,,,,,
3581,齐白石,白石翁,3,,,,,,,,,,,
3582,何海霞,海霞,2,,,,,,,,,,,
3583,宫尔铎,宫尔铎印,4,1,,,,,,,,,,
3584,孙星衍,臣星衍印,4,1,,,,,,,,,,
3585,潘奕隽,香雪道人,4,,,,,,,,,,,
3586,马晋,马晋,2,,,,,,,,,,,
3587,汪亚尘,亚尘书画,4,,,,,,,,,,,
3588,寿石工,与闲同趣,4,,,,,,,,,,,
3589,陶湘,求是,2,,,,,,,,,,,
3590,汪恭,寿源书画,4,,,,,,,,,,,
3591,阮元,心境虚融,4,,,,,,,,,,,
3592,刘海粟,清白传家,4,,,,,,,,,,,
3593,马晋,湛如,2,,,,,,,,,,,
3594,丁丙,嘉惠堂丁氏藏书,7,,,,,,,,,,,
3595,张大千,独具只眼,4,,,,,,,,,,,
3596,顾麟士,顾鹤逸藏,4,,,,,,,,,,,
3597,杨绍和,协卿,2,,,,,,,,,,,
3598,陈半丁,莫负此生,4,,,,,,,,,,,
3599,金城,拱北,2,,,,,,,,,,,
3600,赵之谦,长陵旧学,4,,,,,,,,,,,
3601,潘祖荫,潘祖荫藏书记,6,,,,,,,,,,,
3602,刘海粟,静远老人,4,,,,,,,,,,,
3603,陈半丁,半丁老人,4,,,,,,,,,,,
3604,吴茀之,茀之,2,,,,,,,,,,,
3605,陈元龙,绿云书屋,4,,,,,,,,,,,
3606,边寿民,臣寿民,3,,,,,,,,,,,
3607,沈树镛,均初,2,,,,,,,,,,,
3608,陆俨少,不羡神仙羡少年,7,,,,,,,,,,,
3609,齐燕铭,齐燕铭藏金石文字记,9,,,,,,,,,,,
3610,吴昌硕,吴,1,,,,,,,,,,,
3611,韩登安,芋禅,2,,,,,,,,,,,
3612,刘世珩,贵池,2,,,,,,,,,,,
3613,于希宁,于希宁诗书画印相融,9,,,,,,,,,,1,
3614,朱彝尊,朱彝尊印,4,1,,,,,,,,,,
3615,齐燕铭,齐燕铭所得金石书画,9,,,,,,,,,,,
3616,华岩,南阳山中樵者,6,,,,,,,,,,,
3617,高时显,天教桃李作舆台,7,,,,,,,,,,,
3618,榭稚柳,谢稚,2,,,,,,,,,,,
3619,王一亭,能事不受相促迫,7,,,,,,,,,,,
3620,郭沫若,鼎堂,2,,,,,,,,,,,
3621,张大千,蜀都张爰,4,,,,,,,,,,,
3622,邹一桂,小山,2,,,,,,,,,,,
3623,查昇,查昇私印,4,1,,,,1,,,,,,
3624,黄宾虹,黄冰鸿,3,,,,,,,,,,,
3625,赵少昂,少昂急就,4,,,,,,,,,,,
3626,童大年,童心安,3,,,,,,,,,,,
3627,汪恭,汪恭私印,4,1,,,,1,,,,,,
3628,陈撰,琴香初地,4,,,,,,,,,,,
3629,谢稚柳,谢稚柳,3,,,,,,,,,,,
3630,商承祚,商承祚印,4,1,,,,,,,,,,
3631,宁斧成,鸡肋,2,,,,,,,,,,,
3632,徐乾学,黄金满籯不如一经,8,,,,,,,,,,,
3633,刘海粟,刘海粟印,4,1,,,,,,,,,,
3634,潘祖荫,攀古楼,3,,,,,,,,,,,
3635,朱学勤,修伯珍藏图籍,6,,,,,,,,,,,
3636,徐恕,藏棱闇,3,,,,,,,,,,,
3637,张大千,张季爰印,4,1,,,,,,,,,,
3638,朱彝尊,小长芦钓鱼师,6,,,,,,,,,,,
3639,余任天,不在口耳,4,,,,,,,,,,,
3640,蒋汝藻,孟苹,2,,,,,,,,,,,
3641,钱谷,句吴逸民,4,,,,,,,,,,,
3642,俞旦,寄斋,2,,,,,,,,,,,
3643,韩登安,韩登安印,4,1,,,,,,,,,,
3644,朱之赤,神物护持,4,,,,,,,,,,,
3645,陆恢,廉夫,2,,,,,,,,,,,
